,datetime,station_antwerp,station_paris,station_london
516,2019-05-28 14:00:00,NULL,24.8,27.0
517,2019-05-28 15:00:00,NULL,18.5,29.0
518,2019-05-28 16:00:00,NULL,18.8,30.0
519,2019-05-28 17:00:00,NULL,25.0,27.0
520,2019-05-28 18:00:00,NULL,26.5,25.0
521,2019-05-28 19:00:00,NULL,20.8,29.0
522,2019-05-28 20:00:00,NULL,16.2,29.0
523,2019-05-28 21:00:00,NULL,18.5,29.0
524,2019-05-28 22:00:00,NULL,20.4,31.0
525,2019-05-28 23:00:00,NULL,20.4,NULL
526,2019-05-29 00:00:00,NULL,20.2,25.0
527,2019-05-29 01:00:00,NULL,25.3,26.0
528,2019-05-29 02:00:00,NULL,23.4,26.0
529,2019-05-29 03:00:00,21.0,21.6,23.0
530,2019-05-29 04:00:00,NULL,19.0,23.0
531,2019-05-29 05:00:00,NULL,20.3,21.0
532,2019-05-29 06:00:00,NULL,24.1,21.0
533,2019-05-29 07:00:00,NULL,36.7,24.0
534,2019-05-29 08:00:00,NULL,46.5,22.0
535,2019-05-29 09:00:00,NULL,50.5,21.0
536,2019-05-29 10:00:00,NULL,45.7,18.0
537,2019-05-29 11:00:00,NULL,34.5,18.0
538,2019-05-29 12:00:00,NULL,30.7,18.0
539,2019-05-29 13:00:00,NULL,22.0,20.0
540,2019-05-29 14:00:00,NULL,13.2,13.0
541,2019-05-29 15:00:00,NULL,17.8,15.0
542,2019-05-29 16:00:00,NULL,0.0,5.0
543,2019-05-29 17:00:00,NULL,0.0,3.0
544,2019-05-29 18:00:00,NULL,20.1,5.0
545,2019-05-29 19:00:00,NULL,22.9,5.0
546,2019-05-29 20:00:00,NULL,25.3,5.0
547,2019-05-29 21:00:00,NULL,24.1,6.0
548,2019-05-29 22:00:00,NULL,20.8,6.0
549,2019-05-29 23:00:00,NULL,16.9,5.0
550,2019-05-30 00:00:00,NULL,19.0,5.0
551,2019-05-30 01:00:00,NULL,19.9,1.0
552,2019-05-30 02:00:00,NULL,19.4,1.0
553,2019-05-30 03:00:00,7.5,12.4,0.0
554,2019-05-30 04:00:00,NULL,9.4,0.0
555,2019-05-30 05:00:00,NULL,10.6,0.0
556,2019-05-30 06:00:00,NULL,10.4,0.0
557,2019-05-30 07:00:00,NULL,12.2,0.0
558,2019-05-30 08:00:00,NULL,13.3,2.0
559,2019-05-30 09:00:00,NULL,18.3,3.0
560,2019-05-30 10:00:00,NULL,16.7,5.0
561,2019-05-30 11:00:00,NULL,15.1,9.0
562,2019-05-30 12:00:00,NULL,13.8,13.0
563,2019-05-30 13:00:00,NULL,14.9,17.0
564,2019-05-30 14:00:00,NULL,14.2,20.0
565,2019-05-30 15:00:00,NULL,16.1,22.0
566,2019-05-30 16:00:00,NULL,14.9,22.0
567,2019-05-30 17:00:00,NULL,13.0,27.0
568,2019-05-30 18:00:00,NULL,12.8,30.0
569,2019-05-30 19:00:00,NULL,20.4,28.0
570,2019-05-30 20:00:00,NULL,22.1,28.0
571,2019-05-30 21:00:00,NULL,22.9,27.0
572,2019-05-30 22:00:00,NULL,21.9,27.0
573,2019-05-30 23:00:00,NULL,26.9,23.0
574,2019-05-31 00:00:00,NULL,27.0,23.0
575,2019-05-31 01:00:00,NULL,29.6,18.0
576,2019-05-31 02:00:00,NULL,27.2,18.0
577,2019-05-31 03:00:00,9.0,36.9,12.0
578,2019-05-31 04:00:00,NULL,44.1,12.0
579,2019-05-31 05:00:00,NULL,40.1,9.0
580,2019-05-31 06:00:00,NULL,31.1,9.0
581,2019-05-31 07:00:00,NULL,37.2,8.0
582,2019-05-31 08:00:00,NULL,38.6,9.0
583,2019-05-31 09:00:00,NULL,47.4,8.0
584,2019-05-31 10:00:00,NULL,36.6,37.0
585,2019-05-31 11:00:00,NULL,19.6,15.0
586,2019-05-31 12:00:00,NULL,17.2,16.0
587,2019-05-31 13:00:00,NULL,15.1,18.0
588,2019-05-31 14:00:00,NULL,13.3,21.0
589,2019-05-31 15:00:00,NULL,13.8,21.0
590,2019-05-31 16:00:00,NULL,15.4,24.0
591,2019-05-31 17:00:00,NULL,15.4,26.0
592,2019-05-31 18:00:00,NULL,16.3,26.0
593,2019-05-31 19:00:00,NULL,20.5,29.0
594,2019-05-31 20:00:00,NULL,25.2,33.0
595,2019-05-31 21:00:00,NULL,23.3,33.0
596,2019-05-31 22:00:00,NULL,37.0,31.0
597,2019-05-31 23:00:00,NULL,60.2,26.0
598,2019-06-01 00:00:00,NULL,68.0,26.0
599,2019-06-01 01:00:00,NULL,81.7,22.0
600,2019-06-01 02:00:00,NULL,84.7,22.0
601,2019-06-01 03:00:00,52.5,74.8,16.0
602,2019-06-01 04:00:00,NULL,68.1,16.0
603,2019-06-01 05:00:00,NULL,NULL,11.0
604,2019-06-01 06:00:00,NULL,NULL,11.0
605,2019-06-01 07:00:00,NULL,NULL,4.0
606,2019-06-01 08:00:00,NULL,44.6,2.0
607,2019-06-01 09:00:00,NULL,46.4,8.0
608,2019-06-01 10:00:00,NULL,33.3,9.0
609,2019-06-01 11:00:00,NULL,23.9,12.0
610,2019-06-01 12:00:00,NULL,13.8,19.0
611,2019-06-01 13:00:00,NULL,12.2,28.0
612,2019-06-01 14:00:00,NULL,10.4,33.0
613,2019-06-01 15:00:00,NULL,10.2,36.0
614,2019-06-01 16:00:00,NULL,10.0,33.0
615,2019-06-01 17:00:00,NULL,10.2,31.0
616,2019-06-01 18:00:00,NULL,11.8,32.0
617,2019-06-01 19:00:00,NULL,11.8,36.0
618,2019-06-01 20:00:00,NULL,14.5,38.0
619,2019-06-01 21:00:00,NULL,24.6,41.0
620,2019-06-01 22:00:00,NULL,43.6,44.0
621,2019-06-01 23:00:00,NULL,49.4,52.0
622,2019-06-02 00:00:00,NULL,48.1,52.0
623,2019-06-02 01:00:00,NULL,32.7,44.0
624,2019-06-02 02:00:00,NULL,38.1,44.0
625,2019-06-02 03:00:00,NULL,38.2,43.0
626,2019-06-02 04:00:00,NULL,39.2,43.0
627,2019-06-02 05:00:00,NULL,23.2,37.0
628,2019-06-02 06:00:00,NULL,24.5,37.0
629,2019-06-02 07:00:00,NULL,37.2,32.0
630,2019-06-02 08:00:00,NULL,24.1,32.0
631,2019-06-02 09:00:00,NULL,18.1,30.0
632,2019-06-02 10:00:00,NULL,19.5,32.0
633,2019-06-02 11:00:00,NULL,21.0,35.0
634,2019-06-02 12:00:00,NULL,18.1,36.0
635,2019-06-02 13:00:00,NULL,13.1,35.0
636,2019-06-02 14:00:00,NULL,11.5,34.0
637,2019-06-02 15:00:00,NULL,13.0,36.0
638,2019-06-02 16:00:00,NULL,15.0,33.0
639,2019-06-02 17:00:00,NULL,13.9,32.0
640,2019-06-02 18:00:00,NULL,14.4,32.0
641,2019-06-02 19:00:00,NULL,14.4,34.0
642,2019-06-02 20:00:00,NULL,15.6,34.0
643,2019-06-02 21:00:00,NULL,25.8,32.0
644,2019-06-02 22:00:00,NULL,40.9,28.0
645,2019-06-02 23:00:00,NULL,36.9,27.0
646,2019-06-03 00:00:00,NULL,27.6,27.0
647,2019-06-03 01:00:00,NULL,17.9,21.0
648,2019-06-03 02:00:00,NULL,15.7,21.0
649,2019-06-03 03:00:00,NULL,11.8,11.0
650,2019-06-03 04:00:00,NULL,11.7,11.0
651,2019-06-03 05:00:00,NULL,9.8,3.0
652,2019-06-03 06:00:00,NULL,11.4,3.0
653,2019-06-03 07:00:00,NULL,29.0,5.0
654,2019-06-03 08:00:00,NULL,44.1,6.0
655,2019-06-03 09:00:00,NULL,50.0,7.0
656,2019-06-03 10:00:00,NULL,43.9,5.0
657,2019-06-03 11:00:00,NULL,46.0,11.0
658,2019-06-03 12:00:00,NULL,31.7,16.0
659,2019-06-03 13:00:00,NULL,27.5,14.0
660,2019-06-03 14:00:00,NULL,22.1,15.0
661,2019-06-03 15:00:00,NULL,25.8,17.0
662,2019-06-03 16:00:00,NULL,23.2,21.0
663,2019-06-03 17:00:00,NULL,24.8,22.0
664,2019-06-03 18:00:00,NULL,25.3,24.0
665,2019-06-03 19:00:00,NULL,24.4,24.0
666,2019-06-03 20:00:00,NULL,23.1,23.0
667,2019-06-03 21:00:00,NULL,28.9,20.0
668,2019-06-03 22:00:00,NULL,33.0,20.0
669,2019-06-03 23:00:00,NULL,31.1,17.0
670,2019-06-04 00:00:00,NULL,30.5,17.0
671,2019-06-04 01:00:00,NULL,44.6,12.0
672,2019-06-04 02:00:00,NULL,52.4,12.0
673,2019-06-04 03:00:00,NULL,43.9,8.0
674,2019-06-04 04:00:00,NULL,35.0,8.0
675,2019-06-04 05:00:00,NULL,41.6,5.0
676,2019-06-04 06:00:00,NULL,28.8,5.0
677,2019-06-04 07:00:00,NULL,36.5,14.0
678,2019-06-04 08:00:00,NULL,47.7,18.0
679,2019-06-04 09:00:00,NULL,53.5,22.0
680,2019-06-04 10:00:00,NULL,50.8,35.0
681,2019-06-04 11:00:00,NULL,38.5,31.0
682,2019-06-04 12:00:00,NULL,23.3,32.0
683,2019-06-04 13:00:00,NULL,19.6,35.0
684,2019-06-04 14:00:00,NULL,17.7,37.0
685,2019-06-04 15:00:00,NULL,17.4,36.0
686,2019-06-04 16:00:00,NULL,18.1,38.0
687,2019-06-04 17:00:00,NULL,21.5,38.0
688,2019-06-04 18:00:00,NULL,26.3,40.0
689,2019-06-04 19:00:00,NULL,23.4,29.0
690,2019-06-04 20:00:00,NULL,25.2,20.0
691,2019-06-04 21:00:00,NULL,17.0,18.0
692,2019-06-04 22:00:00,NULL,16.9,17.0
693,2019-06-04 23:00:00,NULL,26.3,17.0
694,2019-06-05 00:00:00,NULL,33.5,17.0
695,2019-06-05 01:00:00,NULL,17.8,13.0
696,2019-06-05 02:00:00,NULL,15.7,13.0
697,2019-06-05 03:00:00,15.0,10.8,4.0
698,2019-06-05 04:00:00,NULL,12.4,4.0
699,2019-06-05 05:00:00,NULL,16.2,6.0
700,2019-06-05 06:00:00,NULL,24.5,6.0
701,2019-06-05 07:00:00,NULL,39.2,2.0
702,2019-06-05 08:00:00,NULL,35.8,1.0
703,2019-06-05 09:00:00,NULL,36.9,0.0
704,2019-06-05 10:00:00,NULL,35.3,0.0
705,2019-06-05 11:00:00,NULL,36.8,5.0
706,2019-06-05 12:00:00,NULL,42.1,7.0
707,2019-06-05 13:00:00,NULL,59.0,9.0
708,2019-06-05 14:00:00,NULL,47.2,14.0
709,2019-06-05 15:00:00,NULL,33.6,20.0
710,2019-06-05 16:00:00,NULL,38.3,20.0
711,2019-06-05 17:00:00,NULL,53.5,19.0
712,2019-06-05 18:00:00,NULL,37.9,19.0
713,2019-06-05 19:00:00,NULL,48.8,19.0
714,2019-06-05 20:00:00,NULL,40.8,19.0
715,2019-06-05 21:00:00,NULL,37.8,19.0
716,2019-06-05 22:00:00,NULL,37.5,19.0
717,2019-06-05 23:00:00,NULL,33.7,17.0
718,2019-06-06 00:00:00,NULL,30.3,17.0
719,2019-06-06 01:00:00,NULL,31.8,8.0
720,2019-06-06 02:00:00,NULL,23.8,NULL
721,2019-06-06 03:00:00,NULL,18.0,4.0
722,2019-06-06 04:00:00,NULL,15.2,4.0
723,2019-06-06 05:00:00,NULL,19.2,0.0
724,2019-06-06 06:00:00,NULL,28.4,0.0
725,2019-06-06 07:00:00,NULL,40.3,1.0
726,2019-06-06 08:00:00,NULL,40.5,3.0
727,2019-06-06 09:00:00,NULL,43.1,0.0
728,2019-06-06 10:00:00,NULL,36.0,1.0
729,2019-06-06 11:00:00,NULL,26.0,7.0
730,2019-06-06 12:00:00,NULL,21.2,7.0
731,2019-06-06 13:00:00,NULL,16.4,12.0
732,2019-06-06 14:00:00,NULL,16.5,10.0
733,2019-06-06 15:00:00,NULL,16.0,11.0
734,2019-06-06 16:00:00,NULL,15.1,16.0
735,2019-06-06 17:00:00,NULL,NULL,22.0
736,2019-06-06 18:00:00,NULL,NULL,24.0
737,2019-06-06 19:00:00,NULL,NULL,24.0
738,2019-06-06 20:00:00,NULL,NULL,24.0
739,2019-06-06 21:00:00,NULL,NULL,22.0
740,2019-06-06 22:00:00,NULL,NULL,24.0
741,2019-06-06 23:00:00,NULL,NULL,21.0
742,2019-06-07 00:00:00,NULL,NULL,21.0
743,2019-06-07 01:00:00,NULL,NULL,23.0
744,2019-06-07 02:00:00,NULL,NULL,23.0
745,2019-06-07 03:00:00,NULL,NULL,27.0
746,2019-06-07 04:00:00,NULL,NULL,27.0
747,2019-06-07 05:00:00,NULL,NULL,23.0
748,2019-06-07 06:00:00,NULL,NULL,23.0
749,2019-06-07 07:00:00,NULL,NULL,25.0
750,2019-06-07 08:00:00,NULL,28.9,23.0
751,2019-06-07 09:00:00,NULL,23.0,24.0
752,2019-06-07 10:00:00,NULL,29.3,25.0
753,2019-06-07 11:00:00,NULL,34.5,23.0
754,2019-06-07 12:00:00,NULL,32.1,25.0
755,2019-06-07 13:00:00,NULL,26.7,27.0
756,2019-06-07 14:00:00,NULL,17.8,20.0
757,2019-06-07 15:00:00,NULL,15.0,15.0
758,2019-06-07 16:00:00,NULL,13.1,15.0
759,2019-06-07 17:00:00,NULL,15.6,21.0
760,2019-06-07 18:00:00,NULL,19.5,24.0
761,2019-06-07 19:00:00,NULL,19.5,27.0
762,2019-06-07 20:00:00,NULL,19.1,35.0
763,2019-06-07 21:00:00,NULL,19.9,36.0
764,2019-06-07 22:00:00,NULL,19.4,35.0
765,2019-06-07 23:00:00,NULL,16.3,NULL
766,2019-06-08 00:00:00,NULL,14.7,33.0
767,2019-06-08 01:00:00,NULL,14.4,28.0
768,2019-06-08 02:00:00,NULL,11.3,NULL
769,2019-06-08 03:00:00,NULL,9.6,7.0
770,2019-06-08 04:00:00,NULL,8.4,7.0
771,2019-06-08 05:00:00,NULL,9.8,3.0
772,2019-06-08 06:00:00,NULL,10.7,3.0
773,2019-06-08 07:00:00,NULL,14.1,2.0
774,2019-06-08 08:00:00,NULL,13.8,3.0
775,2019-06-08 09:00:00,NULL,14.0,4.0
776,2019-06-08 10:00:00,NULL,13.0,2.0
777,2019-06-08 11:00:00,NULL,11.7,3.0
778,2019-06-08 12:00:00,NULL,10.3,4.0
779,2019-06-08 13:00:00,NULL,10.4,8.0
780,2019-06-08 14:00:00,NULL,9.2,10.0
781,2019-06-08 15:00:00,NULL,11.1,13.0
782,2019-06-08 16:00:00,NULL,10.3,17.0
783,2019-06-08 17:00:00,NULL,11.7,19.0
784,2019-06-08 18:00:00,NULL,14.1,20.0
785,2019-06-08 19:00:00,NULL,14.8,20.0
786,2019-06-08 20:00:00,NULL,22.0,19.0
787,2019-06-08 21:00:00,NULL,NULL,17.0
788,2019-06-08 22:00:00,NULL,NULL,16.0
789,2019-06-08 23:00:00,NULL,36.7,NULL
790,2019-06-09 00:00:00,NULL,34.8,20.0
791,2019-06-09 01:00:00,NULL,47.0,10.0
792,2019-06-09 02:00:00,NULL,55.9,10.0
793,2019-06-09 03:00:00,10.0,41.0,7.0
794,2019-06-09 04:00:00,NULL,51.2,7.0
795,2019-06-09 05:00:00,NULL,51.5,1.0
796,2019-06-09 06:00:00,NULL,43.0,1.0
797,2019-06-09 07:00:00,NULL,42.2,5.0
798,2019-06-09 08:00:00,NULL,36.7,1.0
799,2019-06-09 09:00:00,NULL,32.7,0.0
800,2019-06-09 10:00:00,NULL,30.2,0.0
801,2019-06-09 11:00:00,NULL,25.0,2.0
802,2019-06-09 12:00:00,NULL,16.6,5.0
803,2019-06-09 13:00:00,NULL,14.6,8.0
804,2019-06-09 14:00:00,NULL,14.6,13.0
805,2019-06-09 15:00:00,NULL,10.2,17.0
806,2019-06-09 16:00:00,NULL,7.9,19.0
807,2019-06-09 17:00:00,NULL,7.2,24.0
808,2019-06-09 18:00:00,NULL,10.3,26.0
809,2019-06-09 19:00:00,NULL,13.0,20.0
810,2019-06-09 20:00:00,NULL,19.5,21.0
811,2019-06-09 21:00:00,NULL,30.6,21.0
812,2019-06-09 22:00:00,NULL,33.2,22.0
813,2019-06-09 23:00:00,NULL,30.9,NULL
814,2019-06-10 00:00:00,NULL,37.1,24.0
815,2019-06-10 01:00:00,NULL,39.9,21.0
816,2019-06-10 02:00:00,NULL,28.1,21.0
817,2019-06-10 03:00:00,18.5,19.3,25.0
818,2019-06-10 04:00:00,NULL,17.8,25.0
819,2019-06-10 05:00:00,NULL,18.0,24.0
820,2019-06-10 06:00:00,NULL,13.7,24.0
821,2019-06-10 07:00:00,NULL,21.3,24.0
822,2019-06-10 08:00:00,NULL,26.7,22.0
823,2019-06-10 09:00:00,NULL,23.0,27.0
824,2019-06-10 10:00:00,NULL,16.9,34.0
825,2019-06-10 11:00:00,NULL,18.5,45.0
826,2019-06-10 12:00:00,NULL,14.1,41.0
827,2019-06-10 13:00:00,NULL,12.2,45.0
828,2019-06-10 14:00:00,NULL,11.7,51.0
829,2019-06-10 15:00:00,NULL,9.6,40.0
830,2019-06-10 16:00:00,NULL,9.5,40.0
831,2019-06-10 17:00:00,NULL,11.7,31.0
832,2019-06-10 18:00:00,NULL,15.1,28.0
833,2019-06-10 19:00:00,NULL,19.1,26.0
834,2019-06-10 20:00:00,NULL,18.4,25.0
835,2019-06-10 21:00:00,NULL,22.3,26.0
836,2019-06-10 22:00:00,NULL,22.6,24.0
837,2019-06-10 23:00:00,NULL,23.5,23.0
838,2019-06-11 00:00:00,NULL,24.8,23.0
839,2019-06-11 01:00:00,NULL,24.1,15.0
840,2019-06-11 02:00:00,NULL,19.6,15.0
841,2019-06-11 03:00:00,7.5,19.1,16.0
842,2019-06-11 04:00:00,NULL,29.6,16.0
843,2019-06-11 05:00:00,NULL,32.3,13.0
844,2019-06-11 06:00:00,NULL,52.7,13.0
845,2019-06-11 07:00:00,NULL,58.7,17.0
846,2019-06-11 08:00:00,NULL,55.4,18.0
847,2019-06-11 09:00:00,NULL,58.0,21.0
848,2019-06-11 10:00:00,NULL,43.6,23.0
849,2019-06-11 11:00:00,NULL,31.7,22.0
850,2019-06-11 12:00:00,NULL,22.1,22.0
851,2019-06-11 13:00:00,NULL,17.3,23.0
852,2019-06-11 14:00:00,NULL,12.6,26.0
853,2019-06-11 15:00:00,NULL,13.1,35.0
854,2019-06-11 16:00:00,NULL,16.6,31.0
855,2019-06-11 17:00:00,NULL,19.8,31.0
856,2019-06-11 18:00:00,NULL,22.6,30.0
857,2019-06-11 19:00:00,NULL,35.5,31.0
858,2019-06-11 20:00:00,NULL,44.6,30.0
859,2019-06-11 21:00:00,NULL,36.1,22.0
860,2019-06-11 22:00:00,NULL,42.7,22.0
861,2019-06-11 23:00:00,NULL,54.1,20.0
862,2019-06-12 00:00:00,NULL,59.4,20.0
863,2019-06-12 01:00:00,NULL,41.5,15.0
864,2019-06-12 02:00:00,NULL,37.2,NULL
865,2019-06-12 03:00:00,21.0,41.9,NULL
866,2019-06-12 04:00:00,NULL,34.7,11.0
867,2019-06-12 05:00:00,NULL,36.3,9.0
868,2019-06-12 06:00:00,NULL,44.9,9.0
869,2019-06-12 07:00:00,NULL,42.7,12.0
870,2019-06-12 08:00:00,NULL,38.4,17.0
871,2019-06-12 09:00:00,NULL,44.4,20.0
872,2019-06-12 10:00:00,NULL,35.5,22.0
873,2019-06-12 11:00:00,NULL,26.7,25.0
874,2019-06-12 12:00:00,NULL,0.0,35.0
875,2019-06-12 13:00:00,NULL,0.0,33.0
876,2019-06-12 14:00:00,NULL,15.4,33.0
877,2019-06-12 15:00:00,NULL,17.9,35.0
878,2019-06-12 16:00:00,NULL,20.3,42.0
879,2019-06-12 17:00:00,NULL,16.8,45.0
880,2019-06-12 18:00:00,NULL,23.6,43.0
881,2019-06-12 19:00:00,NULL,24.2,45.0
882,2019-06-12 20:00:00,NULL,25.3,33.0
883,2019-06-12 21:00:00,NULL,23.4,41.0
884,2019-06-12 22:00:00,NULL,29.2,43.0
885,2019-06-12 23:00:00,NULL,29.3,NULL
886,2019-06-13 00:00:00,NULL,25.6,35.0
887,2019-06-13 01:00:00,NULL,26.9,29.0
888,2019-06-13 02:00:00,NULL,20.0,NULL
889,2019-06-13 03:00:00,28.5,18.7,26.0
890,2019-06-13 04:00:00,NULL,18.0,26.0
891,2019-06-13 05:00:00,NULL,18.8,16.0
892,2019-06-13 06:00:00,NULL,24.6,16.0
893,2019-06-13 07:00:00,NULL,37.0,19.0
894,2019-06-13 08:00:00,NULL,39.8,21.0
895,2019-06-13 09:00:00,NULL,40.9,19.0
896,2019-06-13 10:00:00,NULL,35.3,16.0
897,2019-06-13 11:00:00,NULL,30.2,18.0
898,2019-06-13 12:00:00,NULL,24.5,19.0
899,2019-06-13 13:00:00,NULL,22.7,19.0
900,2019-06-13 14:00:00,NULL,17.9,16.0
901,2019-06-13 15:00:00,NULL,18.2,15.0
902,2019-06-13 16:00:00,NULL,19.4,13.0
903,2019-06-13 17:00:00,NULL,28.8,11.0
904,2019-06-13 18:00:00,NULL,36.1,15.0
905,2019-06-13 19:00:00,NULL,38.2,14.0
906,2019-06-13 20:00:00,NULL,24.0,13.0
907,2019-06-13 21:00:00,NULL,27.5,14.0
908,2019-06-13 22:00:00,NULL,31.5,15.0
909,2019-06-13 23:00:00,NULL,58.8,15.0
910,2019-06-14 00:00:00,NULL,77.9,15.0
911,2019-06-14 01:00:00,NULL,78.3,13.0
912,2019-06-14 02:00:00,NULL,74.2,NULL
913,2019-06-14 03:00:00,NULL,68.1,8.0
914,2019-06-14 04:00:00,NULL,66.6,8.0
915,2019-06-14 05:00:00,NULL,48.5,6.0
916,2019-06-14 06:00:00,NULL,37.9,6.0
917,2019-06-14 07:00:00,NULL,49.3,13.0
918,2019-06-14 08:00:00,NULL,64.3,11.0
919,2019-06-14 09:00:00,NULL,51.5,11.0
920,2019-06-14 10:00:00,NULL,34.3,14.0
921,2019-06-14 11:00:00,36.5,27.9,13.0
922,2019-06-14 12:00:00,NULL,25.1,13.0
923,2019-06-14 13:00:00,NULL,21.8,15.0
924,2019-06-14 14:00:00,NULL,17.1,16.0
925,2019-06-14 15:00:00,NULL,15.4,22.0
926,2019-06-14 16:00:00,NULL,14.2,25.0
927,2019-06-14 17:00:00,NULL,15.2,25.0
928,2019-06-14 18:00:00,NULL,18.9,26.0
929,2019-06-14 19:00:00,NULL,16.6,27.0
930,2019-06-14 20:00:00,NULL,19.0,26.0
931,2019-06-14 21:00:00,NULL,25.0,26.0
932,2019-06-14 22:00:00,NULL,41.9,25.0
933,2019-06-14 23:00:00,NULL,55.0,26.0
934,2019-06-15 00:00:00,NULL,35.3,26.0
935,2019-06-15 01:00:00,NULL,32.1,26.0
936,2019-06-15 02:00:00,NULL,29.6,NULL
937,2019-06-15 03:00:00,17.5,29.0,NULL
938,2019-06-15 04:00:00,NULL,33.9,NULL
939,2019-06-15 05:00:00,NULL,NULL,10.0
940,2019-06-15 06:00:00,NULL,NULL,10.0
941,2019-06-15 07:00:00,NULL,NULL,13.0
942,2019-06-15 08:00:00,NULL,35.8,13.0
943,2019-06-15 09:00:00,NULL,24.1,8.0
944,2019-06-15 10:00:00,NULL,17.6,8.0
945,2019-06-15 11:00:00,NULL,14.0,12.0
946,2019-06-15 12:00:00,NULL,12.1,14.0
947,2019-06-15 13:00:00,NULL,11.1,13.0
948,2019-06-15 14:00:00,NULL,9.4,18.0
949,2019-06-15 15:00:00,NULL,9.0,17.0
950,2019-06-15 16:00:00,NULL,9.6,18.0
951,2019-06-15 17:00:00,NULL,10.5,18.0
952,2019-06-15 18:00:00,NULL,10.7,20.0
953,2019-06-15 19:00:00,NULL,11.1,22.0
954,2019-06-15 20:00:00,NULL,14.0,22.0
955,2019-06-15 21:00:00,NULL,14.2,21.0
956,2019-06-15 22:00:00,NULL,15.2,20.0
957,2019-06-15 23:00:00,NULL,17.2,19.0
958,2019-06-16 00:00:00,NULL,20.1,19.0
959,2019-06-16 01:00:00,NULL,22.6,15.0
960,2019-06-16 02:00:00,NULL,16.5,15.0
961,2019-06-16 03:00:00,42.5,12.8,12.0
962,2019-06-16 04:00:00,NULL,11.4,12.0
963,2019-06-16 05:00:00,NULL,11.2,10.0
964,2019-06-16 06:00:00,NULL,11.7,10.0
965,2019-06-16 07:00:00,NULL,14.0,8.0
966,2019-06-16 08:00:00,NULL,11.6,5.0
967,2019-06-16 09:00:00,NULL,10.2,4.0
968,2019-06-16 10:00:00,NULL,9.9,5.0
969,2019-06-16 11:00:00,NULL,9.4,6.0
970,2019-06-16 12:00:00,NULL,8.7,6.0
971,2019-06-16 13:00:00,NULL,12.9,10.0
972,2019-06-16 14:00:00,NULL,11.2,16.0
973,2019-06-16 15:00:00,NULL,8.7,23.0
974,2019-06-16 16:00:00,NULL,8.1,26.0
975,2019-06-16 17:00:00,NULL,8.4,29.0
976,2019-06-16 18:00:00,NULL,9.2,29.0
977,2019-06-16 19:00:00,NULL,11.8,28.0
978,2019-06-16 20:00:00,NULL,12.3,28.0
979,2019-06-16 21:00:00,NULL,14.4,27.0
980,2019-06-16 22:00:00,NULL,23.3,25.0
981,2019-06-16 23:00:00,NULL,42.7,NULL
982,2019-06-17 00:00:00,NULL,56.6,23.0
983,2019-06-17 01:00:00,NULL,67.3,17.0
984,2019-06-17 02:00:00,NULL,69.3,17.0
985,2019-06-17 03:00:00,42.0,58.8,14.0
986,2019-06-17 04:00:00,35.5,53.1,14.0
987,2019-06-17 05:00:00,36.0,49.1,11.0
988,2019-06-17 06:00:00,39.5,45.7,11.0
989,2019-06-17 07:00:00,42.5,44.8,12.0
990,2019-06-17 08:00:00,43.5,52.3,13.0
991,2019-06-17 09:00:00,45.0,54.4,13.0
992,2019-06-17 10:00:00,41.0,51.6,11.0
993,2019-06-17 11:00:00,NULL,30.4,11.0
994,2019-06-17 12:00:00,NULL,16.0,11.0
995,2019-06-17 13:00:00,NULL,15.2,NULL
996,2019-06-17 14:00:00,NULL,10.1,NULL
997,2019-06-17 15:00:00,NULL,9.6,NULL
998,2019-06-17 16:00:00,NULL,11.5,NULL
999,2019-06-17 17:00:00,NULL,13.1,NULL
1000,2019-06-17 18:00:00,NULL,11.9,NULL
1001,2019-06-17 19:00:00,NULL,14.9,NULL
1002,2019-06-17 20:00:00,NULL,15.4,NULL
1003,2019-06-17 21:00:00,NULL,15.2,NULL
1004,2019-06-17 22:00:00,NULL,20.5,NULL
1005,2019-06-17 23:00:00,NULL,38.3,NULL
1006,2019-06-18 00:00:00,NULL,51.0,NULL
1007,2019-06-18 01:00:00,NULL,73.3,NULL
1008,2019-06-18 02:00:00,NULL,66.2,NULL
1009,2019-06-18 03:00:00,NULL,60.1,NULL
1010,2019-06-18 04:00:00,NULL,39.8,NULL
1011,2019-06-18 05:00:00,NULL,45.5,NULL
1012,2019-06-18 06:00:00,NULL,26.5,NULL
1013,2019-06-18 07:00:00,NULL,33.8,NULL
1014,2019-06-18 08:00:00,NULL,51.4,NULL
1015,2019-06-18 09:00:00,NULL,52.6,NULL
1016,2019-06-18 10:00:00,NULL,49.6,NULL
1017,2019-06-18 21:00:00,NULL,15.3,NULL
1018,2019-06-18 22:00:00,NULL,17.0,NULL
1019,2019-06-18 23:00:00,NULL,23.1,NULL
1020,2019-06-19 00:00:00,NULL,39.3,NULL
1021,2019-06-19 11:00:00,NULL,27.3,NULL
1022,2019-06-19 12:00:00,NULL,26.6,NULL
1023,2019-06-20 15:00:00,NULL,19.4,NULL
1024,2019-06-20 16:00:00,NULL,20.1,NULL
1025,2019-06-20 17:00:00,NULL,19.3,NULL
1026,2019-06-20 18:00:00,NULL,19.0,NULL
1027,2019-06-20 19:00:00,NULL,23.2,NULL
1028,2019-06-20 20:00:00,NULL,23.9,NULL
1029,2019-06-20 21:00:00,NULL,25.3,NULL
1030,2019-06-20 22:00:00,NULL,21.4,NULL
1031,2019-06-20 23:00:00,NULL,24.9,NULL
